Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,0111,Wheat,1995,1995,tonnes,131591.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,23540,Molasses,2017,2017,tonnes,130777.9,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39120.01,Bran of wheat,2007,2007,tonnes,130280.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39120.01,Bran of wheat,1962,1962,tonnes,130230.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,21910.03,Cake of  soya beans,2006,2006,tonnes,130089.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,21910.03,Cake of  soya beans,2015,2015,tonnes,129944.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,0111,Wheat,1978,1978,tonnes,129106.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,0111,Wheat,1971,1971,tonnes,128120.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,23540,Molasses,2006,2006,tonnes,127994.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,2021,2021,tonnes,127957.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,0112,Maize (corn),1998,1998,tonnes,127639.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,21910.03,Cake of  soya beans,2021,2021,tonnes,127574.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39120.01,Bran of wheat,1980,1980,tonnes,127351.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,21910.03,Cake of  soya beans,1974,1974,tonnes,126819.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,21910.03,Cake of  soya beans,2014,2014,tonnes,125927.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39120.01,Bran of wheat,2008,2008,tonnes,125872.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,0111,Wheat,1992,1992,tonnes,125558.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,39170.01,Food wastes,2014,2014,tonnes,125285.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,21910.03,Cake of  soya beans,2021,2021,tonnes,125253.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,0112,Maize (corn),1969,1969,tonnes,125106.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,0111,Wheat,1961,1961,tonnes,124000.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,23540,Molasses,2012,2012,tonnes,123969.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39170.01,Food wastes,1986,1986,tonnes,122166.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,21910.03,Cake of  soya beans,1975,1975,tonnes,122121.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,0112,Maize (corn),1984,1984,tonnes,122117.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,0112,Maize (corn),1966,1966,tonnes,122043.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,0111,Wheat,1970,1970,tonnes,121690.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39130.04,Gluten feed and meal,1999,1999,tonnes,121420.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,39160,Brewing or distilling dregs and waste,2021,2021,tonnes,121086.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39170.01,Food wastes,2008,2008,tonnes,120456.0,T,Unofficial figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39170.01,Food wastes,1987,1987,tonnes,120109.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,0111,Wheat,2011,2011,tonnes,120054.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39170.01,Food wastes,1989,1989,tonnes,119979.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,0111,Wheat,1994,1994,tonnes,119769.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,23540,Molasses,1974,1974,tonnes,119740.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39160,Brewing or distilling dregs and waste,1996,1996,tonnes,119224.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,0112,Maize (corn),1965,1965,tonnes,118790.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,0111,Wheat,1973,1973,tonnes,118722.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39170.01,Food wastes,1981,1981,tonnes,118553.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,0112,Maize (corn),2016,2016,tonnes,118175.07,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,0112,Maize (corn),2012,2012,tonnes,117634.0,T,Unofficial figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,21910.03,Cake of  soya beans,2020,2020,tonnes,117497.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39170.01,Food wastes,1993,1993,tonnes,117214.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,23540,Molasses,2008,2008,tonnes,116817.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,0112,Maize (corn),2014,2014,tonnes,116270.81,E,Estimated value
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,21910.03,Cake of  soya beans,2010,2010,tonnes,115943.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39120.01,Bran of wheat,2002,2002,tonnes,115913.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,0112,Maize (corn),1967,1967,tonnes,115513.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39170.01,Food wastes,1990,1990,tonnes,115092.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39120.01,Bran of wheat,2001,2001,tonnes,114550.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39120.01,Bran of wheat,2003,2003,tonnes,113822.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39120.01,Bran of wheat,1965,1965,tonnes,113620.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,21910.03,Cake of  soya beans,2017,2017,tonnes,113208.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,23540,Molasses,2010,2010,tonnes,112861.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39160,Brewing or distilling dregs and waste,1988,1988,tonnes,112776.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39120.01,Bran of wheat,1979,1979,tonnes,112613.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,21910.03,Cake of  soya beans,2011,2011,tonnes,112446.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,0111,Wheat,1988,1988,tonnes,111701.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,21910.03,Cake of  soya beans,2012,2012,tonnes,111630.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39160,Brewing or distilling dregs and waste,1989,1989,tonnes,111630.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,0112,Maize (corn),2019,2019,tonnes,111343.02,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,0111,Wheat,2008,2008,tonnes,111017.0,T,Unofficial figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39160,Brewing or distilling dregs and waste,2008,2008,tonnes,108985.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39170.01,Food wastes,1982,1982,tonnes,108821.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,0112,Maize (corn),1964,1964,tonnes,108545.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39120.01,Bran of wheat,1964,1964,tonnes,108309.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,02211,Raw milk of cattle,2015,2015,tonnes,107595.5,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,21910.03,Cake of  soya beans,2001,2001,tonnes,107480.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,2020,2020,tonnes,107460.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,23540,Molasses,2016,2016,tonnes,107221.12,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,21910.03,Cake of  soya beans,2008,2008,tonnes,107192.0,T,Unofficial figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39120.01,Bran of wheat,1963,1963,tonnes,107143.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,21910.03,Cake of  soya beans,2013,2013,tonnes,106759.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,23540,Molasses,1972,1972,tonnes,106615.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,02211,Raw milk of cattle,2017,2017,tonnes,105808.68,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,21910.03,Cake of  soya beans,2016,2016,tonnes,105743.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,21910.03,Cake of  soya beans,1994,1994,tonnes,105282.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,23540,Molasses,1976,1976,tonnes,105252.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,02211,Raw milk of cattle,2014,2014,tonnes,104415.77,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,21910.03,Cake of  soya beans,2015,2015,tonnes,104250.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,23540,Molasses,1977,1977,tonnes,104076.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39120.01,Bran of wheat,2011,2011,tonnes,103939.0,T,Unofficial figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,21910.03,Cake of  soya beans,2019,2019,tonnes,103746.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,0112,Maize (corn),1997,1997,tonnes,103458.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39170.01,Food wastes,1988,1988,tonnes,103091.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39120.01,Bran of wheat,1961,1961,tonnes,102890.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39160,Brewing or distilling dregs and waste,1987,1987,tonnes,100794.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,23540,Molasses,1973,1973,tonnes,100637.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39120.01,Bran of wheat,2006,2006,tonnes,99957.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,21910.03,Cake of  soya beans,2002,2002,tonnes,99682.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39120.01,Bran of wheat,2000,2000,tonnes,99128.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,21910.03,Cake of  soya beans,2018,2018,tonnes,98180.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,21910.03,Cake of  soya beans,1971,1971,tonnes,96725.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,39170.01,Food wastes,2012,2012,tonnes,96091.0,T,Unofficial figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39130.04,Gluten feed and meal,1997,1997,tonnes,95981.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,0112,Maize (corn),2009,2009,tonnes,95980.0,T,Unofficial figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,2019,2019,tonnes,95266.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39130.04,Gluten feed and meal,2002,2002,tonnes,94201.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,02211,Raw milk of cattle,2018,2018,tonnes,93761.07,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,0112,Maize (corn),1995,1995,tonnes,93707.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,0111,Wheat,2001,2001,tonnes,93651.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,1998,1998,tonnes,93646.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,0112,Maize (corn),1971,1971,tonnes,93611.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39120.01,Bran of wheat,2004,2004,tonnes,93569.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,0111,Wheat,1993,1993,tonnes,93370.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39170.01,Food wastes,1980,1980,tonnes,93019.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39120.01,Bran of wheat,1999,1999,tonnes,92597.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,21910.03,Cake of  soya beans,2012,2012,tonnes,92399.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,0112,Maize (corn),2017,2017,tonnes,92259.08,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39170.01,Food wastes,1984,1984,tonnes,92069.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,21910.03,Cake of  soya beans,1970,1970,tonnes,91952.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,0112,Maize (corn),1985,1985,tonnes,91726.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,21910.03,Cake of  soya beans,2020,2020,tonnes,91724.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,23540,Molasses,2011,2011,tonnes,91579.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,21910.03,Cake of  soya beans,1972,1972,tonnes,91180.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39120.01,Bran of wheat,1969,1969,tonnes,90930.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,1996,1996,tonnes,90603.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,0112,Maize (corn),1996,1996,tonnes,89607.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,02211,Raw milk of cattle,2013,2013,tonnes,89212.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,0112,Maize (corn),2020,2020,tonnes,88879.51,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39120.01,Bran of wheat,1978,1978,tonnes,88161.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,21910.03,Cake of  soya beans,2003,2003,tonnes,87228.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,21910.03,Cake of  soya beans,2017,2017,tonnes,86698.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,39170.01,Food wastes,2007,2007,tonnes,86162.0,T,Unofficial figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39120.01,Bran of wheat,1968,1968,tonnes,85862.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,0112,Maize (corn),1961,1961,tonnes,85554.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,23540,Molasses,1971,1971,tonnes,85128.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,02211,Raw milk of cattle,1993,1993,tonnes,84684.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39120.01,Bran of wheat,1996,1996,tonnes,84574.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,1992,1992,tonnes,84432.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,0111,Wheat,2012,2012,tonnes,84381.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,39170.01,Food wastes,2013,2013,tonnes,84244.0,T,Unofficial figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,0112,Maize (corn),1963,1963,tonnes,84102.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,0112,Maize (corn),1986,1986,tonnes,83786.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,21910.03,Cake of  soya beans,2018,2018,tonnes,83587.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,2018,2018,tonnes,83306.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39170.01,Food wastes,1985,1985,tonnes,83133.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39120.01,Bran of wheat,1966,1966,tonnes,82790.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,21910.03,Cake of  soya beans,2000,2000,tonnes,82127.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39120.01,Bran of wheat,1967,1967,tonnes,81511.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,23540,Molasses,1975,1975,tonnes,81479.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,02211,Raw milk of cattle,2016,2016,tonnes,81015.5,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,21910.03,Cake of  soya beans,2004,2004,tonnes,80331.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,1996,1996,tonnes,80305.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,39170.01,Food wastes,2008,2008,tonnes,79491.0,T,Unofficial figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,02211,Raw milk of cattle,2019,2019,tonnes,79275.93,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,21910.03,Cake of  soya beans,1999,1999,tonnes,78986.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,21910.03,Cake of  soya beans,1993,1993,tonnes,78547.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,0111,Wheat,1985,1985,tonnes,78457.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39170.01,Food wastes,1978,1978,tonnes,78375.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,2001,2001,tonnes,78004.0,T,Unofficial figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,21910.03,Cake of  soya beans,2014,2014,tonnes,77945.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,0111,Wheat,1994,1994,tonnes,77013.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,0111,Wheat,1965,1965,tonnes,76091.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,2003,2003,tonnes,75718.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,02211,Raw milk of cattle,2020,2020,tonnes,75685.52,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,02211,Raw milk of cattle,1994,1994,tonnes,75395.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,0111,Wheat,2004,2004,tonnes,75048.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,39170.01,Food wastes,2005,2005,tonnes,74831.0,T,Unofficial figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,1994,1994,tonnes,74432.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,2002,2002,tonnes,74290.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,21910.03,Cake of  soya beans,2016,2016,tonnes,74205.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,0112,Maize (corn),1987,1987,tonnes,74048.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,2008,2008,tonnes,73461.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,0112,Maize (corn),1994,1994,tonnes,73337.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,39170.01,Food wastes,2011,2011,tonnes,73250.0,T,Unofficial figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39120.01,Bran of wheat,1997,1997,tonnes,72993.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39130.04,Gluten feed and meal,1998,1998,tonnes,72609.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39120.01,Bran of wheat,1970,1970,tonnes,72557.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,2000,2000,tonnes,72548.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,02211,Raw milk of cattle,1992,1992,tonnes,71927.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,02211,Raw milk of cattle,2008,2008,tonnes,71230.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,39170.01,Food wastes,2006,2006,tonnes,71017.0,T,Unofficial figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,1997,1997,tonnes,70980.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,2010,2010,tonnes,70693.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,0112,Maize (corn),1989,1989,tonnes,70380.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,2011,2011,tonnes,70369.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,2017,2017,tonnes,69339.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,21910.03,Cake of  soya beans,1973,1973,tonnes,68900.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,2013,2013,tonnes,68635.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,1993,1993,tonnes,68153.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,2012,2012,tonnes,67611.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,2002,2002,tonnes,67070.0,T,Unofficial figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,2016,2016,tonnes,66926.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39120.01,Bran of wheat,1991,1991,tonnes,66352.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,02211,Raw milk of cattle,2021,2021,tonnes,66267.38,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39120.01,Bran of wheat,1990,1990,tonnes,66163.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,21910.03,Cake of  soya beans,1968,1968,tonnes,66135.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,2009,2009,tonnes,65953.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39120.01,Bran of wheat,1998,1998,tonnes,65202.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,1991,1991,tonnes,64815.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,21910.03,Cake of  soya beans,2013,2013,tonnes,64624.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,2014,2014,tonnes,64378.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,21910.03,Cake of  soya beans,2009,2009,tonnes,63973.0,T,Unofficial figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39130.04,Gluten feed and meal,2000,2000,tonnes,63911.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,0111,Wheat,2003,2003,tonnes,63570.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,02211,Raw milk of cattle,2009,2009,tonnes,63355.0,T,Unofficial figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39170.01,Food wastes,2016,2016,tonnes,62677.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,0112,Maize (corn),2013,2013,tonnes,62633.0,T,Unofficial figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,21910.03,Cake of  soya beans,1969,1969,tonnes,62598.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39170.01,Food wastes,2017,2017,tonnes,62557.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,2007,2007,tonnes,61861.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,02211,Raw milk of cattle,2011,2011,tonnes,61803.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,2015,2015,tonnes,61630.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39120.01,Bran of wheat,1977,1977,tonnes,61152.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,0111,Wheat,1964,1964,tonnes,60800.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39130.04,Gluten feed and meal,2001,2001,tonnes,60282.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,02211,Raw milk of cattle,1990,1990,tonnes,60028.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39170.01,Food wastes,2020,2020,tonnes,59802.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,23540,Molasses,1980,1980,tonnes,59352.0,A,Official figure
